chart_week,current_week,title,performer,spotify_link
2022-12-03,1,Anti-Hero,Taylor Swift,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
2022-12-03,2,Rich Flex,Drake & 21 Savage,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N
2022-12-03,3,Unholy,Sam Smith & Kim Petras,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
2022-12-03,4,Bad Habit,Steve Lacy,https://open.spotify.com/track/4k6Uh1HXdhtusDW5y8Gbvy
2022-12-03,5,All I Want For Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2022-12-10,1,Anti-Hero,Taylor Swift,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
2022-12-10,2,All I Want For Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2022-12-10,3,Rockin' Around The Christmas Tree,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
2022-12-10,4,Unholy,Sam Smith & Kim Petras,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
2022-12-10,5,Jingle Bell Rock,Bobby Helms,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
2022-12-17,1,All I Want For Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2022-12-17,2,Rockin' Around The Christmas Tree,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
2022-12-17,3,Jingle Bell Rock,Bobby Helms,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
2022-12-17,4,A Holly Jolly Christmas,Burl Ives,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh
2022-12-17,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2022-12-24,1,All I Want For Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2022-12-24,2,Rockin' Around The Christmas Tree,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
2022-12-24,3,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2022-12-24,4,Jingle Bell Rock,Bobby Helms,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
2022-12-24,5,A Holly Jolly Christmas,Burl Ives,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh
2022-12-31,1,All I Want For Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2022-12-31,2,Rockin' Around The Christmas Tree,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
2022-12-31,3,Jingle Bell Rock,Bobby Helms,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
2022-12-31,4,A Holly Jolly Christmas,Burl Ives,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh
2022-12-31,5,Last Christmas,Wham!,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
2023-01-07,1,All I Want For Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2023-01-07,2,Rockin' Around The Christmas Tree,Brenda Lee,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
2023-01-07,3,Jingle Bell Rock,Bobby Helms,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
2023-01-07,4,Last Christmas,Wham!,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
2023-01-07,5,A Holly Jolly Christmas,Burl Ives,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh
2023-01-14,1,Anti-Hero,Taylor Swift,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
2023-01-14,2,Unholy,Sam Smith & Kim Petras,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
2023-01-14,3,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-01-14,4,I'm Good (Blue),David Guetta & Bebe Rexha,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK
2023-01-14,5,Rich Flex,Drake & 21 Savage,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N
2023-01-21,1,Anti-Hero,Taylor Swift,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
2023-01-21,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-01-21,3,Unholy,Sam Smith & Kim Petras,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
2023-01-21,4,I'm Good (Blue),David Guetta & Bebe Rexha,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK
2023-01-21,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-01-28,1,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-01-28,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-01-28,3,Anti-Hero,Taylor Swift,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
2023-01-28,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-01-28,5,Unholy,Sam Smith & Kim Petras,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
2023-02-04,1,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-02-04,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-02-04,3,Anti-Hero,Taylor Swift,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
2023-02-04,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-02-04,5,Unholy,Sam Smith & Kim Petras,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
2023-02-11,1,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-02-11,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-02-11,3,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-02-11,4,Anti-Hero,Taylor Swift,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu
2023-02-11,5,Unholy,Sam Smith & Kim Petras,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
2023-02-18,1,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-02-18,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-02-18,3,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-02-18,4,Unholy,Sam Smith & Kim Petras,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
2023-02-18,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-02-25,1,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-02-25,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-02-25,3,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-02-25,4,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv
2023-02-25,5,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-03-04,1,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-03-04,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-03-04,3,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv
2023-03-04,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-03-04,5,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-03-11,1,Die For You,The Weeknd & Ariana Grande,https://open.spotify.com/track/7oDd86yk8itslrA9HRP2ki
2023-03-11,2,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-03-11,3,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-03-11,4,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv
2023-03-11,5,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-03-18,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-03-18,2,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-03-18,3,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-03-18,4,Die For You,The Weeknd & Ariana Grande,https://open.spotify.com/track/7oDd86yk8itslrA9HRP2ki
2023-03-18,5,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv
2023-03-25,1,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-03-25,2,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-03-25,3,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-03-25,4,Die For You,The Weeknd & Ariana Grande,https://open.spotify.com/track/7oDd86yk8itslrA9HRP2ki
2023-03-25,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-04-01,1,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-04-01,2,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-04-01,3,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-04-01,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-04-01,5,Die For You,The Weeknd & Ariana Grande,https://open.spotify.com/track/7oDd86yk8itslrA9HRP2ki
2023-04-08,1,Like Crazy,Jimin,https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR
2023-04-08,2,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-04-08,3,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-04-08,4,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-04-08,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-04-15,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-04-15,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-04-15,3,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-04-15,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-04-15,5,Die For You,The Weeknd & Ariana Grande,https://open.spotify.com/track/7oDd86yk8itslrA9HRP2ki
2023-04-22,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-04-22,2,Search & Rescue,Drake,https://open.spotify.com/track/7aRCf5cLOFN1U7kvtChY1G
2023-04-22,3,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-04-22,4,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-04-22,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage",https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
2023-04-29,1,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-04-29,2,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-04-29,3,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-04-29,4,Princess Diana,Ice Spice & Nicki Minaj,https://open.spotify.com/track/0ZxhtATQ0a6EvQNZ0z6NKV
2023-04-29,5,Ella Baila Sola,Eslabon Armado X Peso Pluma,
2023-05-06,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-05-06,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-05-06,3,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-05-06,4,Ella Baila Sola,Eslabon Armado X Peso Pluma,
2023-05-06,5,Un x100to,Grupo Frontera X Bad Bunny,https://open.spotify.com/track/2yzshFeBIwH8tWIqHEFLeD
2023-05-13,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-05-13,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-05-13,3,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-05-13,4,Ella Baila Sola,Eslabon Armado X Peso Pluma,
2023-05-13,5,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-05-20,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-05-20,2,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-05-20,3,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-05-20,4,Ella Baila Sola,Eslabon Armado X Peso Pluma,
2023-05-20,5,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-05-27,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-05-27,2,All My Life,Lil Durk Featuring J. Cole,
2023-05-27,3,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-05-27,4,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-05-27,5,Ella Baila Sola,Eslabon Armado X Peso Pluma,
2023-06-03,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-06-03,2,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-06-03,3,Kill Bill,SZA,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL
2023-06-03,4,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-06-03,5,Favorite Song,Toosii,https://open.spotify.com/track/5Bvhk3wx42kkDEggSQIwqL
2023-06-10,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-06-10,2,Karma,Taylor Swift Featuring Ice Spice,
2023-06-10,3,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-06-10,4,All My Life,Lil Durk Featuring J. Cole,
2023-06-10,5,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-06-17,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-06-17,2,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-06-17,3,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-06-17,4,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-06-17,5,All My Life,Lil Durk Featuring J. Cole,
2023-06-24,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-06-24,2,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-06-24,3,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-06-24,4,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-06-24,5,All My Life,Lil Durk Featuring J. Cole,
2023-07-01,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-07-01,2,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-07-01,3,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-07-01,4,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-07-01,5,All My Life,Lil Durk Featuring J. Cole,
2023-07-08,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-07-08,2,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-07-08,3,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-07-08,4,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-07-08,5,All My Life,Lil Durk Featuring J. Cole,
2023-07-15,1,Vampire,Olivia Rodrigo,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS
2023-07-15,2,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-07-15,3,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-07-15,4,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-07-15,5,Flowers,Miley Cyrus,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0
2023-07-22,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-07-22,2,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-07-22,3,Vampire,Olivia Rodrigo,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS
2023-07-22,4,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-07-22,5,I Can See You (Taylor's Version) (From The Vault),Taylor Swift,https://open.spotify.com/track/5kHMfzgLZP95O9NBy0ku4v
2023-07-29,1,Seven,Jung Kook Featuring Latto,
2023-07-29,2,Try That In A Small Town,Jason Aldean,https://open.spotify.com/track/5BqI4ugJL5WaPRQ6MlC8Ho
2023-07-29,3,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-07-29,4,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-07-29,5,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-08-05,1,Try That In A Small Town,Jason Aldean,https://open.spotify.com/track/5BqI4ugJL5WaPRQ6MlC8Ho
2023-08-05,2,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-08-05,3,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-08-05,4,Fukumean,Gunna,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS
2023-08-05,5,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-08-12,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-08-12,2,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-08-12,3,Meltdown,Travis Scott Featuring Drake,
2023-08-12,4,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-08-12,5,FE!N,Travis Scott Featuring Playboi Carti,
2023-08-19,1,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-08-19,2,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-08-19,3,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-08-19,4,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-08-19,5,Fukumean,Gunna,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS
2023-08-26,1,Rich Men North Of Richmond,Oliver Anthony Music,https://open.spotify.com/track/78Du4CMFgnhdlG33gblkiP
2023-08-26,2,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-08-26,3,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-08-26,4,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-08-26,5,Calm Down,Rema & Selena Gomez,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8
2023-09-02,1,Rich Men North Of Richmond,Oliver Anthony Music,https://open.spotify.com/track/78Du4CMFgnhdlG33gblkiP
2023-09-02,2,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-09-02,3,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-09-02,4,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-09-02,5,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-09-09,1,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,
2023-09-09,2,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-09-09,3,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-09-09,4,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-09-09,5,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-09-16,1,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-09-16,2,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,
2023-09-16,3,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-09-16,4,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-09-16,5,Last Night,Morgan Wallen,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
2023-09-23,1,Vampire,Olivia Rodrigo,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS
2023-09-23,2,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-09-23,3,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,
2023-09-23,4,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-09-23,5,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-09-30,1,Slime You Out,Drake Featuring SZA,
2023-09-30,2,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-09-30,3,Snooze,SZA,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
2023-09-30,4,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-09-30,5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,
2023-10-07,1,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-10-07,2,Snooze,SZA,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
2023-10-07,3,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-10-07,4,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-10-07,5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,
2023-10-14,1,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-10-14,2,Snooze,SZA,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
2023-10-14,3,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-10-14,4,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
2023-10-14,5,3D,Jung Kook & Jack Harlow,https://open.spotify.com/track/01qFKNWq73UfEslI0GvumE
2023-10-21,1,First Person Shooter,Drake Featuring J. Cole,
2023-10-21,2,IDGAF,Drake Featuring Yeat,
2023-10-21,3,Virginia Beach,Drake,https://open.spotify.com/track/3eP13S8D5m2cweMEg3ZDed
2023-10-21,4,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-10-21,5,Calling For You,Drake Featuring 21 Savage,
2023-10-28,1,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-10-28,2,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-10-28,3,Snooze,SZA,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
2023-10-28,4,IDGAF,Drake Featuring Yeat,
2023-10-28,5,Monaco,Bad Bunny,https://open.spotify.com/track/4MjDJD8cW7iVeWInc2Bdyj
2023-11-04,1,Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
2023-11-04,2,Paint The Town Red,Doja Cat,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
2023-11-04,3,Snooze,SZA,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
2023-11-04,4,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,
2023-11-04,5,Fast Car,Luke Combs,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
